"id","customer_age","gender","education_level","income_category","total_relationship_count","months_inactive_12_mon","credit_limit","total_revolving_bal","total_amt_chng_q4_q1","total_trans_amt","total_trans_ct","total_ct_chng_q4_q1","avg_utilization_ratio","churned"
133,54,"F","Unknown","$40K - $60K",6,3,5632,1596,0.951,3557,64,1.065,0.283,"No"
2711,33,"F","Post-Graduate","Unknown",3,2,4734,2517,0.483,2275,55,0.897,0.532,"Yes"
656,36,"F","Unknown","$40K - $60K",4,3,9735,1245,1.079,2967,80,0.739,0.128,"No"
4598,46,"M","Graduate","$80K - $120K",4,2,8916,0,0.631,2773,62,0.676,0,"No"
3770,43,"M","Uneducated","$120K +",1,2,34516,1816,0.995,15226,113,0.712,0.053,"No"
2883,50,"M","Unknown","$60K - $80K",1,3,8014,1250,0.667,6950,84,0.585,0.156,"No"
8042,42,"M","Unknown","$40K - $60K",4,3,6698,1327,0.798,4065,77,0.711,0.198,"No"
6597,48,"M","High School","$60K - $80K",5,4,3879,1214,0.924,5158,79,0.681,0.313,"No"
3299,56,"F","Unknown","Less than $40K",6,3,4668,2517,1.062,8331,63,0.853,0.539,"Yes"
5450,52,"F","Unknown","$40K - $60K",5,1,1611,938,0.601,4087,86,0.911,0.582,"No"
2117,46,"M","High School","$80K - $120K",2,2,32949,1190,0.664,14892,113,0.638,0.036,"No"
1934,55,"M","Graduate","$80K - $120K",3,1,21032,1409,0.767,15584,105,0.81,0.067,"No"
5491,46,"M","High School","$80K - $120K",3,1,16099,0,0.562,3656,88,0.76,0,"No"
4343,57,"M","Graduate","$60K - $80K",5,0,8701,215,0.527,1999,41,0.414,0.025,"Yes"
4127,56,"F","College","Unknown",6,2,4263,0,0.64,4876,70,1.188,0,"No"
4111,49,"M","Post-Graduate","$60K - $80K",4,2,2527,1419,0.797,3585,68,0.943,0.562,"No"
216,48,"M","Graduate","$80K - $120K",3,3,31501,0,0.698,3742,75,0.786,0,"No"
338,57,"F","Graduate","Less than $40K",6,2,1438.3,740,0.698,4970,87,0.933,0.514,"No"
6692,46,"M","Uneducated","$40K - $60K",4,2,4707,1121,0.604,3188,71,0.651,0.238,"No"
9759,63,"M","Doctorate","Less than $40K",5,2,7098,2224,0.864,3465,59,0.788,0.313,"No"
2611,45,"F","Graduate","Unknown",4,3,2478,1748,0.643,4353,80,0.667,0.705,"No"
2338,50,"F","High School","Less than $40K",4,2,3222,1422,0.662,4613,72,0.6,0.441,"No"
5482,46,"M","College","$80K - $120K",6,2,1438.3,864,0.766,2299,40,0.481,0.601,"Yes"
4082,36,"M","Graduate","Less than $40K",6,3,2032,1003,1.005,2454,46,0.586,0.494,"No"
2161,42,"M","High School","$60K - $80K",4,4,3337,795,0.524,3951,68,0.619,0.238,"No"
8761,37,"M","High School","$60K - $80K",3,2,21952,1600,0.878,4087,70,0.628,0.073,"No"
5210,27,"F","College","Less than $40K",5,3,2166,890,1.024,3563,70,0.892,0.411,"No"
841,29,"F","High School","Less than $40K",4,2,3095,1488,0.924,4642,92,0.878,0.481,"No"
2273,57,"F","High School","$40K - $60K",5,2,6803,1332,0.809,1476,30,0.579,0.196,"No"
663,52,"M","Post-Graduate","$80K - $120K",2,1,5520,2448,0.862,14330,116,0.681,0.443,"No"
4010,58,"M","High School","$40K - $60K",3,2,2165,1135,0.707,1541,33,0.833,0.524,"No"
6552,37,"M","Unknown","$40K - $60K",3,1,15133,1663,0.646,4392,68,0.511,0.11,"No"
908,37,"F","Graduate","Less than $40K",3,3,3992,1289,1.008,2181,32,0.6,0.323,"No"
194,50,"M","Graduate","$40K - $60K",3,1,2798,1291,0.708,2903,69,0.683,0.461,"No"
5833,55,"M","Unknown","$60K - $80K",6,3,2243,1418,0.39,1334,31,0.409,0.632,"No"
1848,56,"F","Graduate","Less than $40K",4,3,1584,1311,0.867,4203,73,0.78,0.828,"No"
8625,52,"F","Unknown","Less than $40K",4,2,1554,926,0.785,4997,79,0.927,0.596,"No"
595,41,"F","Unknown","Less than $40K",3,2,7234,1420,0.539,4466,92,0.736,0.196,"No"
1304,47,"M","Unknown","$60K - $80K",6,2,8823,2517,0.812,4674,85,0.848,0.285,"No"
1718,52,"M","Doctorate","$80K - $120K",2,3,3022,895,0.95,2724,38,0.9,0.296,"Yes"
1687,45,"F","Graduate","Less than $40K",2,2,2396,887,0.604,7480,84,0.787,0.37,"No"
4577,49,"M","Unknown","$60K - $80K",1,1,2122,1101,0.711,7404,103,0.515,0.519,"No"
368,49,"F","Graduate","Less than $40K",5,2,1757,0,0.89,2557,45,0.406,0,"Yes"
2662,48,"M","Unknown","$80K - $120K",5,3,5288,866,0.869,1777,42,0.75,0.164,"No"
1501,39,"M","Unknown","$60K - $80K",5,2,3071,2517,0.583,1765,36,0.565,0.82,"No"
6336,34,"M","Graduate","$60K - $80K",4,3,5175,977,1.705,2405,49,0.885,0.189,"No"
3719,44,"F","Graduate","Less than $40K",3,3,1780,1338,0.966,4268,87,0.673,0.752,"No"
6725,42,"F","Post-Graduate","Less than $40K",5,2,2120,1527,0.744,4741,86,0.72,0.72,"No"
4856,49,"M","High School","$60K - $80K",6,3,18418,0,0.918,9980,68,0.744,0,"Yes"
6430,41,"M","High School","$40K - $60K",4,3,1639,0,0.481,2242,44,0.571,0,"Yes"
1050,38,"F","Uneducated","Unknown",2,3,5666,1393,0.84,5015,90,0.915,0.246,"No"
8674,57,"M","High School","$80K - $120K",3,2,25058,1710,0.613,2053,55,0.528,0.068,"No"
888,52,"M","Graduate","$80K - $120K",5,2,17302,1339,0.631,1181,30,1,0.077,"No"
6469,42,"F","Graduate","$40K - $60K",6,2,15104,1204,0.824,4259,79,0.58,0.08,"No"
2781,56,"F","College","Unknown",5,1,1438.3,0,0.76,4919,83,0.627,0,"No"
2578,42,"M","Unknown","$60K - $80K",1,1,9906,1759,0.785,4033,76,1,0.178,"No"
5301,35,"F","Uneducated","Less than $40K",3,1,2664,0,1.071,3135,59,0.903,0,"No"
3651,40,"M","Unknown","$60K - $80K",6,2,12283,0,0.413,1993,41,0.323,0,"Yes"
3904,53,"M","Doctorate","$60K - $80K",3,3,11262,1435,0.735,2165,61,0.649,0.127,"No"
8318,52,"M","High School","$120K +",2,3,34516,0,1.038,4863,56,0.474,0,"Yes"
8698,55,"M","Graduate","Less than $40K",3,5,15987,0,0.82,15853,117,0.56,0,"No"
2060,59,"M","Graduate","$60K - $80K",6,1,12554,2169,0.529,1422,30,0.579,0.173,"No"
3002,56,"F","Graduate","Unknown",5,1,14915,1111,0.846,1388,35,0.667,0.074,"No"
4601,29,"F","Uneducated","Less than $40K",3,3,1895,1146,0.685,4333,72,0.714,0.605,"No"
7101,55,"M","Unknown","$80K - $120K",3,2,8082,1138,0.723,4277,59,0.788,0.141,"No"
1502,61,"M","Post-Graduate","$60K - $80K",5,3,12218,0,1.005,5272,62,0.59,0,"Yes"
9475,48,"M","Doctorate","$80K - $120K",3,3,8739,0,0.715,4276,69,0.769,0,"No"
561,41,"F","Doctorate","Less than $40K",4,1,1801,940,0.594,3797,74,0.721,0.522,"No"
1326,42,"F","College","Less than $40K",6,2,2043,0,1.019,5198,77,0.711,0,"No"
3564,48,"M","Graduate","$80K - $120K",6,2,4438,2472,0.69,1725,60,0.622,0.557,"No"
398,57,"F","High School","Less than $40K",4,3,2347,1900,0.845,2447,47,0.621,0.81,"Yes"
7402,55,"M","Graduate","$80K - $120K",5,1,34516,1316,0.818,3542,60,0.714,0.038,"No"
5010,38,"M","Unknown","$80K - $120K",6,2,34516,2135,0.488,3514,63,0.703,0.062,"No"
7131,34,"M","Graduate","$40K - $60K",4,1,2638,2092,0.591,1868,43,0.344,0.793,"No"
9455,50,"F","High School","Less than $40K",6,3,2775,1475,0.854,4608,84,0.647,0.532,"No"
9528,63,"F","College","$40K - $60K",6,1,3118,1528,0.604,1291,24,0.6,0.49,"No"
9372,43,"F","College","Less than $40K",5,4,1884,1216,0.945,4591,85,0.735,0.645,"No"
7157,36,"M","College","$80K - $120K",5,2,5821,764,0.688,5291,96,0.684,0.131,"No"
7395,43,"M","Graduate","$60K - $80K",5,3,10573,0,0.794,2237,43,0.387,0,"Yes"
697,41,"M","High School","$120K +",5,2,9924,0,0.517,1949,43,0.483,0,"Yes"
9349,44,"F","Unknown","Less than $40K",3,2,1606,1578,0.85,2418,44,0.467,0.983,"Yes"
38,48,"M","High School","$60K - $80K",4,2,11432,2517,0.615,1374,37,0.762,0.22,"No"
3668,41,"F","College","Less than $40K",4,2,9759,2038,0.622,4226,77,0.638,0.209,"No"
6475,43,"M","Post-Graduate","$60K - $80K",4,2,11186,2231,0.708,3692,84,0.647,0.199,"No"
1761,60,"F","Graduate","Less than $40K",4,1,2346,2150,0.666,4592,90,0.8,0.916,"No"
4385,27,"F","Graduate","Less than $40K",6,1,1677,1598,0.994,2389,43,0.536,0.953,"No"
223,59,"F","Doctorate","Less than $40K",6,4,2302,0,0.52,2256,40,0.667,0,"Yes"
6512,52,"F","Graduate","Less than $40K",4,2,2012,1230,0.668,3822,68,0.659,0.611,"No"
9592,58,"F","Uneducated","Less than $40K",4,4,3382,1446,0.705,4854,74,0.682,0.428,"No"
305,42,"F","Unknown","Unknown",6,1,15648,0,0.731,13784,88,0.913,0,"No"
5815,39,"F","Graduate","Less than $40K",3,3,10024,913,0.568,3906,78,0.592,0.091,"No"
807,36,"F","High School","Less than $40K",6,1,4331,1445,1.07,2053,33,1.75,0.334,"No"
1900,41,"M","Graduate","$60K - $80K",5,2,5045,2080,0.738,2042,40,0.481,0.412,"Yes"
515,50,"F","Graduate","Less than $40K",2,3,4935,1574,1.01,8527,84,0.5,0.319,"Yes"
2350,40,"M","Post-Graduate","$120K +",1,2,34516,2088,0.627,6453,89,0.589,0.06,"No"
6926,62,"M","Graduate","$60K - $80K",6,3,3674,895,0.658,1703,48,0.371,0.244,"No"
8684,41,"M","College","$60K - $80K",5,3,2001,0,0.791,4455,82,0.64,0,"No"
6803,42,"F","High School","Less than $40K",2,3,15433,0,0.865,966,22,1.2,0,"No"
5660,38,"F","College","Less than $40K",2,2,7385,1817,1.029,5070,50,0.389,0.246,"Yes"
5426,62,"F","Doctorate","Less than $40K",6,3,2936,326,0.935,2692,29,0.526,0.111,"Yes"
8995,45,"F","High School","Unknown",5,4,2557,1898,0.772,4808,83,0.694,0.742,"No"
6965,55,"M","College","$80K - $120K",5,2,10696,1206,0.958,2489,38,0.9,0.113,"No"
896,53,"F","High School","Less than $40K",3,2,7202,974,0.517,1397,33,0.5,0.135,"No"
4138,44,"M","Uneducated","$60K - $80K",5,2,14450,2440,1.283,1235,30,0.667,0.169,"No"
9914,54,"F","College","Less than $40K",5,2,3478,941,0.711,4607,83,0.93,0.271,"No"
422,46,"F","High School","Unknown",4,1,7966,1423,0.987,3780,75,0.923,0.179,"No"
5623,38,"M","Graduate","$40K - $60K",1,3,10486,1544,0.716,4042,77,0.925,0.147,"No"
2516,47,"F","High School","Less than $40K",6,2,6524,1993,0.815,4267,66,0.886,0.305,"No"
6763,40,"F","Graduate","Less than $40K",4,2,2016,978,0.736,4379,78,0.95,0.485,"No"
10103,49,"F","High School","$40K - $60K",4,1,2497,1674,0.701,2922,53,0.963,0.67,"No"
479,49,"F","Graduate","$40K - $60K",3,3,2631,1699,0.668,4691,92,0.704,0.646,"No"
6457,37,"F","Post-Graduate","Less than $40K",1,3,3525,1519,0.685,13625,110,1,0.431,"No"
4187,35,"M","Uneducated","Less than $40K",4,3,3131,629,0.749,1483,31,0.632,0.201,"No"
1044,43,"F","Graduate","Unknown",5,3,9535,660,0.944,4210,81,0.723,0.069,"No"
719,54,"M","Graduate","$80K - $120K",3,1,22437,1389,0.917,3283,50,1.273,0.062,"No"
1211,31,"M","Graduate","$80K - $120K",2,3,32791,1607,0.752,13177,106,0.738,0.049,"No"
7719,36,"M","High School","$40K - $60K",3,3,2686,1733,0.706,2057,53,0.71,0.645,"No"
8872,40,"F","Uneducated","Less than $40K",5,2,4212,2517,0.718,2725,41,0.519,0.598,"Yes"
3030,45,"M","High School","Less than $40K",4,1,2766,1985,0.796,4480,70,0.75,0.718,"No"
9204,45,"M","Uneducated","$120K +",2,3,7135,2517,0.631,2305,42,0.448,0.353,"Yes"
9225,42,"M","Unknown","$60K - $80K",2,3,4963,0,0.637,2335,40,0.429,0,"Yes"
585,60,"F","College","Less than $40K",2,2,1671,1047,0.727,5189,79,0.795,0.627,"No"
3219,37,"M","College","$60K - $80K",5,1,15936,827,1.085,2477,49,1.042,0.052,"No"
2920,39,"F","Graduate","Less than $40K",1,3,3246,2517,0.722,13671,103,0.689,0.775,"No"
7656,35,"M","Doctorate","$60K - $80K",6,2,2598,1645,0.765,2483,59,0.903,0.633,"No"
7602,46,"F","Uneducated","Unknown",2,3,8110,1549,0.808,8033,94,0.649,0.191,"No"
8404,49,"M","Unknown","$120K +",4,2,19763,2517,0.664,1414,35,0.25,0.127,"No"
8308,46,"M","Uneducated","$60K - $80K",3,3,15060,0,0.545,1611,42,0.4,0,"Yes"
9101,41,"F","Graduate","$40K - $60K",6,3,2413,1627,0.726,5466,85,0.771,0.674,"No"
9638,36,"M","College","$80K - $120K",3,3,6338,2379,0.624,1715,39,0.5,0.375,"No"
8468,45,"F","High School","Less than $40K",5,1,6225,1596,0.826,4129,71,0.651,0.256,"No"
9820,44,"M","Graduate","$80K - $120K",3,3,25666,756,0.69,4088,84,0.867,0.029,"No"
4895,50,"M","Doctorate","$80K - $120K",6,1,2826,1741,0.669,4488,73,0.825,0.616,"No"
9615,48,"M","High School","$60K - $80K",4,3,5448,0,0.549,3912,72,0.565,0,"No"
5730,45,"F","College","Less than $40K",5,1,3349,2517,0.786,4405,55,1.391,0.752,"No"
2086,50,"M","High School","$80K - $120K",4,5,34516,0,0.732,16019,105,0.694,0,"No"
8069,50,"F","High School","Less than $40K",4,3,11176,2422,1.003,2682,64,0.641,0.217,"No"
8285,44,"F","Uneducated","Unknown",4,3,32643,0,1.3,1058,24,2.429,0,"No"
435,50,"F","High School","Less than $40K",6,2,1438.3,0,0.909,4697,82,0.907,0,"No"
6567,44,"F","High School","Less than $40K",5,1,3226,2517,0.818,4317,81,0.884,0.78,"No"
2231,56,"M","Uneducated","$60K - $80K",5,1,3110,2378,0.974,3395,75,0.829,0.765,"No"
5398,37,"F","College","Less than $40K",6,3,1438.3,787,0.914,4587,58,0.568,0.547,"No"
4325,47,"F","Unknown","Less than $40K",2,3,7136,2345,0.699,7729,86,0.654,0.329,"No"
5333,52,"M","Graduate","$40K - $60K",3,4,1538,666,0.642,4808,64,0.684,0.433,"No"
3562,46,"F","High School","$40K - $60K",6,2,3645,1179,0.559,4680,87,0.933,0.323,"No"
8455,49,"F","Doctorate","Less than $40K",5,1,7789,957,0.724,3412,70,0.842,0.123,"No"
9957,50,"F","Graduate","Less than $40K",4,3,1438.3,1002,1.306,2004,25,0.667,0.697,"No"
4887,44,"F","High School","Less than $40K",5,1,9235,1796,0.958,1739,42,0.448,0.194,"No"
6479,51,"F","High School","$40K - $60K",5,3,8346,1452,1.194,4141,79,0.612,0.174,"No"
591,56,"F","Graduate","Unknown",3,3,10016,1872,0.735,2804,37,0.542,0.187,"Yes"
7550,35,"M","Graduate","$60K - $80K",6,3,3991,1982,0.748,1661,35,0.944,0.497,"No"
4961,26,"F","Post-Graduate","Less than $40K",5,3,2902,1668,0.621,2088,34,0.478,0.575,"No"
3544,54,"F","High School","Less than $40K",1,1,3173,1822,0.801,4883,71,0.614,0.574,"No"
8576,51,"M","High School","$80K - $120K",2,2,22741,2176,0.689,8438,100,0.887,0.096,"No"
777,32,"M","Graduate","$120K +",2,2,34516,1692,0.983,7486,64,0.73,0.049,"Yes"
7863,36,"F","Uneducated","Less than $40K",2,1,5070,0,0.536,4644,85,0.771,0,"No"
2953,49,"M","Graduate","$40K - $60K",6,1,14973,0,0.895,4517,59,0.439,0,"Yes"
7556,48,"F","Unknown","Less than $40K",3,1,6197,1219,0.552,3825,67,0.675,0.197,"No"
5669,50,"F","Graduate","Less than $40K",3,1,4143,1888,0.561,3940,74,0.805,0.456,"No"
8907,36,"F","Graduate","$40K - $60K",1,3,2013,0,0.602,2425,50,0.923,0,"Yes"
6492,48,"F","Post-Graduate","Unknown",2,1,7469,2474,0.674,8213,86,0.623,0.331,"No"
2725,30,"M","Graduate","Less than $40K",3,3,2550,1623,0.65,1870,51,0.275,0.636,"No"
6099,57,"M","Graduate","$120K +",3,5,8760,0,0.726,2460,39,0.56,0,"Yes"
6714,41,"F","Post-Graduate","Less than $40K",3,1,6519,851,0.679,3088,65,0.711,0.131,"No"
3578,27,"F","College","Less than $40K",4,3,2549,2130,0.693,2605,61,0.794,0.836,"No"
7444,34,"M","Uneducated","$60K - $80K",6,1,2033,1832,0.938,4110,74,0.947,0.901,"No"
8633,40,"F","Unknown","Less than $40K",4,1,2129,1507,0.636,3655,70,0.667,0.708,"No"
108,52,"M","Uneducated","$120K +",3,2,2507,1259,0.85,4461,73,0.921,0.502,"No"
5044,48,"F","High School","Less than $40K",6,3,1438.3,455,0.626,2090,50,0.562,0.316,"Yes"
4188,40,"F","College","$40K - $60K",5,3,2606,1818,0.703,1999,50,1.174,0.698,"No"
2494,42,"M","Graduate","$60K - $80K",3,3,10607,2517,1.197,1903,40,0.538,0.237,"No"
5848,38,"F","Unknown","Unknown",4,1,4394,0,0.889,1538,43,0.536,0,"No"
9648,49,"M","Uneducated","$80K - $120K",1,3,5701,2517,0.716,961,32,0.524,0.442,"Yes"
3319,55,"F","Unknown","Unknown",2,2,34516,1783,0.821,8472,80,0.739,0.052,"Yes"
1713,29,"F","College","Less than $40K",2,1,3261,2517,0.636,2461,54,0.742,0.772,"Yes"
1899,55,"M","Graduate","$60K - $80K",3,1,5668,2517,0.704,3382,56,0.931,0.444,"No"
5551,54,"F","Graduate","Less than $40K",6,3,12873,0,1.005,3170,70,0.842,0,"No"
9593,45,"M","Unknown","$60K - $80K",3,1,21815,0,0.807,3904,72,1.118,0,"No"
5364,49,"M","College","$60K - $80K",1,2,34516,1064,0.796,8095,81,0.62,0.031,"No"
2180,56,"M","College","$60K - $80K",3,2,10117,2242,0.662,1509,44,0.467,0.222,"No"
6375,44,"F","Uneducated","Less than $40K",6,2,1713,0,0.678,3999,66,1.062,0,"No"
6320,43,"M","High School","$60K - $80K",4,3,7189,1550,0.538,1935,52,0.368,0.216,"No"
2215,44,"M","Graduate","$40K - $60K",5,2,11346,0,0.665,3784,67,0.457,0,"No"
9360,55,"M","Graduate","$120K +",4,3,34516,0,1.007,9931,70,0.75,0,"Yes"
8582,35,"M","Graduate","$80K - $120K",5,3,8082,2307,0.637,1725,29,1.071,0.285,"No"
4963,37,"F","Graduate","$40K - $60K",2,2,2547,1965,0.535,2160,46,0.353,0.771,"Yes"
1531,40,"M","High School","$60K - $80K",3,3,12544,1636,0.503,1758,51,0.457,0.13,"Yes"
982,47,"M","College","$60K - $80K",2,1,34516,1349,0.674,8582,106,0.767,0.039,"No"
7430,57,"M","Uneducated","$80K - $120K",5,3,2472,2457,0.693,1392,33,0.737,0.994,"No"
7811,42,"F","Post-Graduate","Less than $40K",5,3,2021,1281,0.847,4642,97,0.672,0.634,"No"
1717,39,"M","Post-Graduate","$80K - $120K",5,2,18974,2517,1.369,2783,56,1,0.133,"No"
9259,65,"F","High School","Unknown",4,3,4315,717,0.808,1723,51,0.5,0.166,"No"
9120,56,"F","Unknown","Less than $40K",4,4,1698,0,0.847,4371,74,0.897,0,"No"
5762,49,"F","Unknown","Less than $40K",4,3,1635,1220,0.565,4807,56,0.931,0.746,"No"
2547,58,"F","High School","Less than $40K",4,1,2799,1532,0.583,4214,83,0.537,0.547,"No"
10125,49,"F","Graduate","Unknown",5,1,8162,1704,0.819,4334,80,0.739,0.209,"No"
4341,36,"M","Uneducated","$60K - $80K",6,3,9764,0,0.689,15097,115,0.797,0,"No"
4918,62,"F","Uneducated","Less than $40K",6,1,12590,931,1.068,4182,78,0.696,0.074,"No"
741,62,"F","Unknown","Less than $40K",6,1,5284,2517,0.674,4525,63,0.537,0.476,"No"
3252,38,"M","Graduate","$120K +",4,3,9703,941,0.721,4190,81,1.025,0.097,"No"
6755,48,"F","Doctorate","Unknown",6,2,4549,1313,0.777,4782,88,0.66,0.289,"No"
7363,39,"M","Unknown","$40K - $60K",6,1,5510,2027,0.898,1980,42,0.68,0.368,"No"
6343,54,"M","Uneducated","$40K - $60K",4,3,6387,1597,0.689,1294,26,0.529,0.25,"No"
3402,44,"M","Unknown","$60K - $80K",5,3,2791,1979,0.807,4617,70,0.628,0.709,"No"
8086,36,"M","Post-Graduate","$80K - $120K",3,4,21927,1291,0.864,1946,37,0.542,0.059,"No"
9944,62,"M","Uneducated","$60K - $80K",6,3,9521,1669,1.308,2444,63,0.4,0.175,"No"
7959,51,"M","Graduate","$60K - $80K",3,1,7133,0,0.612,2689,62,0.59,0,"No"
6176,58,"F","High School","$40K - $60K",4,2,2642,1249,0.682,4897,81,0.723,0.473,"No"
6873,57,"M","Uneducated","$40K - $60K",6,2,2601,0,0.814,1232,32,0.684,0,"No"
6711,53,"F","High School","Less than $40K",6,1,3445,1074,0.67,1074,31,0.632,0.312,"No"
4409,40,"F","High School","$40K - $60K",2,1,2544,1713,0.696,8006,88,0.571,0.673,"No"
2798,47,"F","Unknown","Unknown",5,1,1634,1463,0.873,4397,72,0.565,0.895,"No"
2967,55,"F","Uneducated","$40K - $60K",5,3,1965,1525,0.855,4671,69,0.816,0.776,"No"
3729,57,"F","Post-Graduate","Less than $40K",4,3,2525,1203,0.725,4360,78,0.857,0.476,"No"
5042,38,"M","Graduate","Less than $40K",4,5,1690,1459,0.667,3928,69,0.643,0.863,"No"
8172,58,"M","Post-Graduate","$80K - $120K",4,2,3742,2517,0.75,16401,121,0.806,0.673,"No"
4070,52,"M","College","$120K +",2,1,34516,1464,0.689,7690,87,0.673,0.042,"No"
5379,43,"M","Graduate","$80K - $120K",2,2,34427,1613,0.704,13545,112,0.672,0.047,"No"
8855,53,"M","Post-Graduate","$80K - $120K",1,2,13679,0,0.908,4060,61,1.346,0,"No"
5343,47,"M","High School","$40K - $60K",3,3,18535,1192,0.646,3780,70,0.667,0.064,"No"
1465,41,"M","Unknown","$120K +",3,1,34516,2205,0.897,15033,98,0.922,0.064,"No"
7859,32,"F","Unknown","Unknown",6,2,14140,845,0.715,5036,76,0.689,0.06,"No"
5820,47,"M","Graduate","$60K - $80K",2,1,21331,1251,0.949,1460,50,1.083,0.059,"No"
6818,34,"F","High School","Unknown",6,1,10253,1857,1.193,3042,66,0.941,0.181,"No"
5136,42,"F","High School","$40K - $60K",4,3,5640,0,0.77,4739,80,0.86,0,"No"
7344,46,"M","Unknown","$80K - $120K",6,3,18578,1385,0.565,1606,54,0.421,0.075,"No"
1941,49,"F","Graduate","Less than $40K",4,3,2434,0,0.788,4628,73,0.622,0,"No"
7762,42,"F","Unknown","Less than $40K",6,1,6275,0,0.79,4308,75,0.786,0,"No"
6303,50,"M","Unknown","$120K +",6,3,20968,0,0.64,2823,61,0.794,0,"No"
346,28,"F","Graduate","Less than $40K",5,1,3818,584,0.7,2947,87,0.706,0.153,"No"
5296,54,"F","High School","Less than $40K",6,4,2797,1627,0.413,1566,36,0.714,0.582,"No"
9385,52,"M","Graduate","$40K - $60K",4,3,8748,2284,0.839,3533,73,0.587,0.261,"No"
3462,47,"M","Unknown","$60K - $80K",5,3,1591,894,0.786,3698,79,1.026,0.562,"No"
6596,42,"F","Uneducated","Less than $40K",4,3,10091,0,1.121,3347,64,0.778,0,"No"
5885,45,"F","Graduate","Less than $40K",5,4,2480,1890,0.652,4114,66,0.737,0.762,"No"
3409,44,"F","College","Less than $40K",5,1,1522,0,0.783,4835,70,0.489,0,"No"
1339,51,"F","Unknown","Less than $40K",3,2,4333,1848,0.634,7643,85,0.771,0.426,"No"
3792,59,"M","Graduate","$40K - $60K",6,2,2300,1965,0.596,1693,27,0.688,0.854,"No"
9720,49,"M","Graduate","$80K - $120K",5,1,34516,543,0.745,3951,76,0.9,0.016,"No"
1192,49,"F","Uneducated","Less than $40K",5,1,2189,1860,0.834,4195,81,0.653,0.85,"No"
2435,52,"M","Graduate","$80K - $120K",1,3,25410,0,0.559,5472,70,0.591,0,"No"
9391,42,"M","College","$60K - $80K",1,3,1438.3,0,0.887,4246,83,0.804,0,"No"
1653,47,"M","Uneducated","$80K - $120K",3,3,34010,1340,0.744,1739,39,0.5,0.039,"No"
431,52,"M","College","$80K - $120K",5,1,4745,1227,0.624,1140,40,0.6,0.259,"No"
886,44,"F","Graduate","$40K - $60K",6,3,1452,0,0.553,2287,42,0.5,0,"Yes"
3523,51,"F","Doctorate","Less than $40K",2,2,4132,2517,0.786,13820,129,0.697,0.609,"No"
7883,51,"F","Graduate","$40K - $60K",1,1,3785,1329,0.864,15209,104,0.891,0.351,"No"
7259,52,"F","High School","Unknown",3,2,23858,1179,0.671,3784,69,0.683,0.049,"No"
4431,35,"M","High School","$60K - $80K",4,3,4008,1841,1.504,2794,58,1.148,0.459,"No"
3894,45,"M","Unknown","$40K - $60K",6,4,7037,0,0.583,4099,71,0.69,0,"No"
1821,44,"F","Graduate","Less than $40K",3,2,1880,0,0.519,2469,34,0.417,0,"Yes"
9979,49,"M","Graduate","$60K - $80K",3,1,7154,1472,1.002,3607,59,0.735,0.206,"No"
8228,58,"F","Graduate","Less than $40K",5,1,3173,1713,0.609,3797,75,0.786,0.54,"No"
2572,49,"M","Post-Graduate","$60K - $80K",5,3,2608,1589,0.982,2073,47,0.516,0.609,"No"
798,41,"F","Graduate","Less than $40K",3,3,3302,1980,0.625,3899,65,0.711,0.6,"No"
5099,33,"F","Graduate","Unknown",4,2,2613,1599,0.749,1387,31,0.722,0.612,"No"
4560,44,"F","College","Less than $40K",6,3,3083,1040,0.729,4311,78,0.56,0.337,"No"
4141,62,"F","Graduate","Less than $40K",6,2,2986,1632,0.883,2141,55,0.667,0.547,"No"
7876,51,"F","Graduate","Less than $40K",6,2,5822,2387,0.76,1804,49,0.75,0.41,"No"
227,41,"M","Graduate","$120K +",5,2,5207,1748,1.073,1310,26,1,0.336,"No"
1232,57,"F","Doctorate","Less than $40K",2,2,9149,1254,0.762,14401,100,0.754,0.137,"No"
7137,54,"F","Uneducated","Less than $40K",3,2,3554,0,0.929,4121,82,0.783,0,"No"
2942,63,"M","High School","$60K - $80K",6,2,2567,0,1.636,2399,43,0.955,0,"No"
484,59,"M","Graduate","$60K - $80K",2,2,26692,2517,0.796,8780,86,0.654,0.094,"No"
8960,42,"M","Uneducated","$80K - $120K",3,2,10374,599,0.635,4240,63,0.853,0.058,"No"
2378,46,"F","Graduate","Less than $40K",5,3,5090,1650,0.58,3707,72,0.44,0.324,"No"
